customer_id,gender,age,married,state,city,latitude,longitude,tenure_in_months,offer,phone_service,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,monthly_charge,total_charges,total_long_distance_charges,total_revenue,churn_label,churn_value
0224-NIJLP,Male,30,Yes,California,Turlock,37.474396,-120.875917,8,Offer E,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.15,165.5,22.96,188.46,No,0
0224-RLWWD,Female,73,No,California,Calexico,32.690654,-115.431225,2,Offer E,Yes,No,Yes,22,No,No,No,No,No,No,No,Yes,One Year,44.3,89.3,47.82,137.12,No,0
0225-ZORZP,Male,46,No,California,Groveland,37.902968,-119.667544,3,Offer E,Yes,No,Yes,26,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,84.3,235.05,41.160000000000004,276.21,No,0
0228-MAUWC,Male,40,No,California,Los Gatos,37.160194,-121.945611,19,Offer D,Yes,Yes,Yes,18,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,59.55,1144.6,225.15,1369.75,No,0
0229-LFJAF,Male,53,No,California,Clovis,36.917652,-119.593757,72,Offer A,Yes,Yes,Yes,13,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,69.65,4908.25,263.52,5171.77,No,0
0230-UBYPQ,Male,76,Yes,California,Hyampom,40.648024,-123.465088,63,Offer B,No,No,Yes,7,Yes,No,No,Yes,No,No,No,Yes,One Year,36.1,2298.9,0.0,2298.9,No,0
0230-WEQUW,Male,38,Yes,California,Woodland Hills,34.153733,-118.593408,66,None,No,No,Yes,29,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,56.6,3789.2,0.0,3789.2,No,0
0231-LXVAP,Male,23,No,California,Temecula,33.507255,-117.029473,1,None,Yes,No,Yes,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,75.9,75.9,44.56,120.46,Yes,1
0233-FTHAV,Female,24,No,California,Livingston,37.361987,-120.748394,60,None,Yes,Yes,Yes,48,No,No,Yes,No,No,No,No,Yes,One Year,79.2,4765.0,917.4,5682.4,No,0
0234-TEVTT,Female,43,Yes,California,Tulare,36.185471,-119.375243,48,None,No,No,Yes,22,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,45.0,2196.3,0.0,2196.3,No,0
0235-KGSLC,Female,45,No,California,Buellton,34.631362,-120.238218,1,Offer E,Yes,No,Yes,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,85.55,85.55,33.34,118.89,Yes,1
0236-HFWSV,Male,49,No,California,Palmdale,34.557711,-118.029441,15,None,Yes,Yes,Yes,15,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,93.35,1444.65,733.95,2178.6,Yes,1
0237-YFUTL,Female,62,Yes,California,Midway City,33.744439,-117.98588,50,Offer B,Yes,Yes,Yes,13,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,109.65,5405.8,1728.5,7134.3,No,0
0238-WHBIQ,Male,25,Yes,California,Folsom,38.672638,-121.147403,72,Offer A,Yes,Yes,Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,89.7,6339.3,2430.0,8769.3,No,0
0239-OXEXL,Female,37,No,California,Oakland,37.787186,-122.14633,46,None,Yes,Yes,Yes,21,Yes,Yes,No,No,No,No,No,No,Month-to-Month,84.25,3847.6,1990.42,5938.02,No,0
0244-LGNFY,Female,35,Yes,California,San Anselmo,37.99272,-122.575026,72,None,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,92.65,6733.0,2160.0,8893.0,No,0
0247-SLUJI,Male,37,Yes,California,Duarte,34.145695,-117.95982,1,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.7,19.7,34.28,53.98,No,0
0248-PGHBZ,Female,69,No,California,San Clemente,33.429488,-117.609432,67,Offer A,Yes,No,Yes,21,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,92.45,6140.85,172.19,6313.04,No,0
0253-ZTEOB,Female,44,Yes,California,Los Angeles,34.076259,-118.310715,48,None,Yes,Yes,Yes,27,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,79.65,3870.3,429.12,4299.42,No,0
0254-FNMCI,Female,19,No,California,Downey,33.940884,-118.128628,72,None,Yes,No,Yes,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,109.9,7624.2,3017.5199999999995,10641.72,No,0
0254-WWRKD,Female,44,Yes,California,Challenge,39.461768,-121.195825,67,Offer A,Yes,No,Yes,28,No,Yes,No,No,No,No,No,Yes,One Year,50.55,3431.75,3142.2999999999997,6574.05,No,0
0256-LTHVJ,Female,58,Yes,California,Ludlow,34.702766,-116.093376,28,Offer C,Yes,No,Yes,13,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,81.05,2227.1,471.80000000000007,2698.9,Yes,1
0257-KXZGU,Female,29,Yes,California,Santa Clara,37.348129,-121.98469,32,Offer C,Yes,Yes,Yes,51,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,62.45,2045.55,1064.96,3110.51,No,0
0257-ZESQC,Female,80,Yes,California,Perris,33.828289,-117.201666,27,None,Yes,No,Yes,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,75.2,1929.35,189.54,2118.89,Yes,1
0258-NOKBL,Male,22,No,California,Fortuna,40.584991,-124.121504,3,None,Yes,No,Yes,73,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,90.4,268.45,94.44,362.89,No,0
0259-GBZSH,Male,22,No,California,San Diego,32.85723,-117.209774,2,Offer E,Yes,Yes,Yes,27,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,85.65,181.5,80.86,262.36,Yes,1
0260-ZDLGK,Female,50,No,California,San Dimas,34.102119,-117.815532,9,None,Yes,No,Yes,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,72.9,651.4,319.41,970.81,Yes,1
0263-FJTQO,Male,53,Yes,California,Rescue,38.724322,-120.991237,50,Offer B,Yes,Yes,Yes,28,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,70.5,3486.65,2224.5,5711.15,No,0
0264-CNITK,Female,45,Yes,California,Clio,39.745805,-120.580882,71,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.1,1389.6,2203.13,3592.73,No,0
0265-EDXBD,Male,76,Yes,California,San Diego,32.85723,-117.209774,32,Offer C,Yes,Yes,Yes,10,No,No,No,No,No,No,No,Yes,Month-to-Month,74.9,2303.35,1514.88,3818.23,Yes,1
0265-PSUAE,Female,57,Yes,California,Lotus,38.815515,-120.916997,16,Offer D,Yes,No,Yes,76,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,100.7,1522.7,436.32,1959.02,No,0
0266-CLZKZ,Female,45,Yes,California,San Marcos,33.119028,-117.166036,67,Offer A,Yes,Yes,Yes,22,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,105.65,6717.9,1191.9299999999998,7909.83,No,0
0266-GMEAO,Male,43,Yes,California,Lompoc,34.601055,-120.382917,72,None,Yes,Yes,Yes,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,114.3,8058.55,1147.68,9206.23,No,0
0268-QKIWO,Female,41,No,California,Pilot Hill,38.803731,-121.043799,3,Offer E,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.75,58.85,73.89,132.74,Yes,1
0269-XFESX,Male,22,Yes,California,San Francisco,37.802071,-122.411004,23,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,One Year,24.35,538.5,1104.46,1642.96,No,0
0270-THENM,Male,62,Yes,California,Mission Hills,34.266389,-118.459744,72,None,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,69.85,5102.35,2042.64,7119.75,No,0
0274-JKUJR,Male,21,Yes,California,Los Angeles,33.994524,-118.149953,7,Offer E,No,No,Yes,47,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,66.53,465.7,0.0,465.7,No,0
0277-BKSQP,Male,49,Yes,California,Harbor City,33.798266,-118.300237,8,Offer E,Yes,No,Yes,57,No,No,No,No,Yes,No,No,Yes,Month-to-Month,54.4,475.1,12.48,487.58,No,0
0277-ORXQS,Male,33,Yes,California,San Francisco,37.791998,-122.408653,66,Offer A,No,No,Yes,23,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,50.55,3364.55,0.0,3474.55,No,0
0278-YXOOG,Male,30,No,California,Inglewood,33.956445,-118.358634,5,Offer E,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,21.05,113.85,171.29999999999998,285.15,Yes,1
0280-XJGEX,Male,38,No,California,Los Angeles,34.039224,-118.266293,49,None,Yes,Yes,Yes,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,103.7,5036.3,2172.17,7208.47,Yes,1
0281-CNTZX,Male,56,Yes,California,Pescadero,37.22565,-122.297533,63,Offer B,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.95,1234.8,2416.68,3651.48,No,0
0282-NVSJS,Female,70,Yes,California,Aromas,36.878364,-121.629781,12,Offer D,No,No,Yes,14,No,No,No,Yes,No,No,No,Yes,Month-to-Month,29.3,355.9,0.0,355.9,No,0
0285-INHLN,Male,54,Yes,California,Badger,36.64545,-118.924982,27,None,Yes,No,Yes,53,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,54.75,1510.3,977.1299999999999,2487.43,No,0
0289-IVARM,Female,57,No,California,Parlier,36.622237,-119.521126,35,None,Yes,No,Yes,20,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,60.55,1982.6,1568.3500000000001,3550.95,No,0
0292-WEGCH,Female,40,Yes,California,Death Valley,36.27688,-117.033326,54,Offer B,Yes,Yes,Yes,12,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,86.2,4524.05,233.82,4757.87,No,0
0295-PPHDO,Male,56,No,California,La Puente,34.031441,-117.936436,1,None,Yes,Yes,Yes,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,95.45,95.45,5.59,101.04,Yes,1
0295-QVKPB,Male,38,No,California,Riverdale,36.452211,-119.94575,5,Offer E,Yes,No,Yes,5,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,63.95,318.1,69.80000000000001,387.9,No,0
0297-RBCSG,Male,61,No,California,San Francisco,37.791222,-122.402241,19,None,Yes,No,Yes,6,No,Yes,No,Yes,No,Yes,Yes,No,One Year,65.35,1231.85,794.01,2085.86,No,0
0298-XACET,Male,35,Yes,California,Berry Creek,39.657228,-121.37778,52,None,No,No,Yes,17,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,50.2,2554.0,0.0,2526.99,No,0
0301-FIDRB,Female,61,Yes,California,Fulton,38.493888,-122.777141,72,None,No,No,Yes,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,63.8,4684.3,0.0,4684.3,No,0
0301-KOBTQ,Male,50,No,California,Capitola,36.977025,-121.952864,32,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.05,614.45,477.12,1081.84,No,0
0302-JOIVN,Female,47,Yes,California,San Diego,32.787836,-117.232376,8,None,Yes,No,Yes,6,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,101.15,842.9,135.04,977.94,Yes,1
0303-UNCIP,Male,35,No,California,Claremont,34.127621,-117.717863,41,Offer B,Yes,Yes,Yes,30,No,No,Yes,No,No,Yes,Yes,No,One Year,65.0,2531.8,1539.55,4211.35,No,0
0303-WMMRN,Male,32,No,California,Glendale,34.182378,-118.262922,5,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.25,86.05,105.05000000000001,191.1,No,0
0305-SQECB,Female,54,No,California,Gardena,33.876482,-118.284077,11,None,No,No,Yes,17,Yes,No,No,Yes,No,No,No,No,One Year,36.05,402.6,0.0,502.6,No,0
0306-JAELE,Male,61,No,California,Fallbrook,33.362575,-117.299644,5,None,Yes,No,Yes,11,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,96.1,453.4,155.45,608.85,Yes,1
0307-BCOPK,Female,62,No,California,San Francisco,37.721052,-122.413573,16,Offer D,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,19.05,326.65,664.16,990.81,No,0
0308-GIQJT,Male,80,No,California,San Diego,32.886925,-117.152162,71,None,Yes,Yes,Yes,9,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,105.75,7382.85,433.09999999999997,7815.95,No,0
0308-IVGOK,Female,23,No,California,Santa Ana,33.748635,-117.906125,11,None,No,No,Yes,59,No,Yes,Yes,Yes,No,No,No,Yes,One Year,40.4,422.6,0.0,422.6,No,0
0310-MVLET,Female,63,Yes,California,Snelling,37.521708,-120.426843,61,None,Yes,Yes,Yes,7,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,99.15,6010.05,3009.13,9019.18,Yes,1
0310-SUCIN,Female,50,Yes,California,Darwin,36.319181,-117.593053,71,None,Yes,No,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,84.8,6046.1,1637.26,7683.36,No,0
0310-VQXAM,Male,56,No,California,San Bernardino,34.183286,-117.221722,9,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.85,178.8,366.66,545.46,No,0
0311-QYWSS,Female,63,No,California,Garberville,40.057784,-123.679461,6,None,Yes,No,Yes,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,49.45,314.6,234.95999999999998,549.56,No,0
0311-UNPFF,Female,58,No,California,Long Beach,33.830099,-118.182239,26,None,Yes,No,Yes,22,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,88.8,2274.35,990.3400000000001,3314.69,Yes,1
0314-TKOSI,Female,29,No,California,Upland,34.141146,-117.655583,6,Offer E,Yes,No,Yes,30,Yes,Yes,No,No,No,No,No,No,Month-to-Month,55.15,322.9,41.88,364.78,No,0
0315-LVCRK,Male,54,No,California,El Dorado Hills,38.684437,-121.055634,11,None,Yes,No,Yes,15,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,84.8,888.75,336.27,1225.02,No,0
0318-QUUOB,Male,25,Yes,California,Santa Rosa,38.488431,-122.752839,1,None,Yes,No,Yes,73,No,No,No,No,Yes,No,Yes,No,Month-to-Month,80.55,80.55,43.67,124.22,Yes,1
0318-ZOPWS,Female,31,Yes,California,Malibu,34.074572,-118.831181,49,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.15,973.35,138.17999999999998,1111.53,No,0
0319-QZTCO,Female,25,Yes,California,Santa Rosa,38.460517,-122.790335,3,Offer E,Yes,No,Yes,51,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,58.7,168.6,34.410000000000004,203.01,No,0
0320-DWVTU,Female,46,No,California,Riverdale,36.452211,-119.94575,53,Offer B,Yes,No,Yes,13,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,99.5,5424.25,2309.21,7733.46,No,0
0320-JDNQG,Male,28,Yes,California,Oxnard,34.18454,-119.224666,23,None,Yes,No,Yes,27,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,99.85,2331.3,872.85,3204.15,Yes,1
0322-CHQRU,Male,63,No,California,Palmdale,34.598221,-117.79593,2,None,Yes,No,Yes,9,No,No,No,No,No,No,No,Yes,Month-to-Month,45.35,89.5,50.98,140.48,Yes,1
0322-YINQP,Male,37,No,California,Covina,34.084747,-117.886844,1,None,Yes,No,Yes,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,48.55,48.55,11.35,59.9,Yes,1
0323-XWWTN,Male,44,No,California,San Lucas,36.125529,-120.864443,3,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,26.4,121.25,101.60999999999999,222.86,No,0
0324-BRPCJ,Female,74,Yes,California,Palmdale,34.598221,-117.79593,68,None,Yes,Yes,Yes,24,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,100.2,6851.65,1450.4399999999998,8302.09,Yes,1
0325-XBFAC,Male,44,No,California,Hoopa,41.163637,-123.704841,8,None,Yes,No,Yes,10,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,94.7,740.3,155.92,976.22,Yes,1
0326-VDYXE,Female,21,Yes,California,Long Beach,33.752524,-118.210737,70,Offer A,Yes,Yes,Yes,26,No,No,Yes,No,Yes,Yes,Yes,No,One Year,97.65,6982.5,1166.2,8228.7,No,0
0327-WFZSY,Male,62,Yes,California,Samoa,40.809636,-124.189977,39,Offer C,Yes,Yes,Yes,75,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,100.0,3835.55,674.31,4509.86,No,0
0328-GRPMV,Female,43,No,California,Burnt Ranch,40.854512,-123.450097,1,None,Yes,No,Yes,25,No,No,No,No,No,No,No,Yes,Month-to-Month,70.1,70.1,17.37,87.47,Yes,1
0329-GTIAJ,Female,40,No,California,Garden Grove,33.766476,-117.969795,3,None,Yes,No,Yes,7,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,97.9,315.3,90.53999999999999,405.84,Yes,1
0330-BGYZE,Male,48,Yes,California,Milford,40.181279,-120.392967,60,Offer B,Yes,Yes,Yes,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,102.5,6157.6,1153.1999999999998,7310.8,No,0
0330-IVZHA,Female,55,Yes,California,Anderson,40.448632,-122.306657,5,Offer E,Yes,No,Yes,10,No,No,No,No,No,No,No,Yes,Month-to-Month,69.95,330.15,85.39999999999999,415.55,Yes,1
0334-GDDSO,Male,77,No,California,San Diego,32.85723,-117.209774,3,Offer E,Yes,Yes,Yes,14,No,Yes,No,No,No,No,No,Yes,Month-to-Month,81.35,233.7,27.660000000000004,261.36,Yes,1
0334-ZFJSR,Female,41,Yes,California,San Diego,32.808814,-117.134694,55,None,Yes,Yes,Yes,13,Yes,Yes,No,Yes,No,No,No,No,One Year,66.05,3462.1,1945.9,5513.47,No,0
0336-KXKFK,Male,43,No,California,Santa Margarita,35.303926,-120.256567,72,None,No,No,Yes,6,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,61.2,4390.25,0.0,4390.25,No,0
0336-PIKEI,Male,69,Yes,California,Orange,33.792791,-117.789749,72,Offer A,Yes,No,Yes,9,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,74.4,5360.75,379.43999999999994,5880.19,No,0
0337-CNPZE,Female,63,No,California,Los Angeles,34.050198,-118.210946,41,None,Yes,Yes,Yes,22,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,106.3,4443.45,427.63,5001.08,Yes,1
0345-HKJVM,Female,43,No,California,San Diego,32.787836,-117.232376,6,None,Yes,No,Yes,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,89.3,577.6,15.600000000000001,593.2,Yes,1
0345-XMMUG,Female,29,Yes,California,Ione,38.33788,-120.954202,46,None,Yes,Yes,Yes,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,108.9,4854.3,92.0,4946.3,No,0
0347-UBKUZ,Female,46,No,California,San Mateo,37.556094,-122.272437,15,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.9,320.45,41.1,361.55,No,0
0348-SDKOL,Female,33,Yes,California,San Diego,32.825086,-117.199424,58,None,Yes,Yes,Yes,28,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,102.1,5885.4,203.57999999999998,6188.98,Yes,1
0354-VXMJC,Male,60,Yes,California,Los Angeles,34.030578,-118.399613,23,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.6,426.65,782.92,1209.57,No,0
0354-WYROK,Female,70,Yes,California,San Francisco,37.820894,-122.369725,31,Offer C,Yes,No,Yes,21,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,98.9,2911.3,1486.45,4397.75,Yes,1
0356-ERHVT,Male,54,Yes,California,Santa Cruz,36.974575,-121.991149,11,Offer D,Yes,No,Yes,6,No,No,No,No,No,No,No,Yes,Month-to-Month,45.9,521.9,142.45,664.35,No,0
0356-OBMAC,Female,80,No,California,Winchester,33.657433,-117.04254,56,None,Yes,Yes,Yes,16,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,99.9,5706.3,970.4799999999999,6676.78,No,0
0357-NVCRI,Female,41,No,California,El Cajon,32.832706,-116.873258,25,Offer C,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.05,471.7,321.75,793.45,No,0
0361-HJRDX,Female,38,No,California,Sherman Oaks,34.147149,-118.463365,68,Offer A,No,No,Yes,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,68.67,4539.6,0.0,4669.6,No,0
0362-RAOQO,Female,48,No,California,Norco,33.925833,-117.559639,40,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.65,830.25,1041.2,1871.45,No,0
0362-ZBZWJ,Male,46,No,California,Thornton,38.157794,-121.520223,36,None,Yes,Yes,Yes,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,84.9,3067.2,887.76,3954.96,Yes,1
0363-QJVFX,Male,22,No,California,Lake Hughes,34.659579,-118.584212,32,Offer C,Yes,Yes,Yes,73,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,108.15,3432.9,886.08,4318.98,Yes,1
0363-SVHYR,Male,28,Yes,California,Paramount,33.897122,-118.164432,71,Offer A,Yes,Yes,Yes,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,86.85,6263.8,717.81,6981.61,No,0
0365-BZUWY,Male,58,Yes,California,San Juan Capistrano,33.521447,-117.602555,17,Offer D,Yes,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,102.55,1742.5,171.87,1914.37,No,0
0365-GXEZS,Male,55,Yes,California,Copperopolis,37.943954,-120.67108,18,Offer D,Yes,No,Yes,19,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,78.2,1468.75,572.22,2040.97,No,0
0365-TRTPY,Female,52,No,California,Covina,34.08111,-117.853935,37,None,Yes,Yes,Yes,30,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,91.2,3382.3,434.01,3816.31,No,0
0366-NQSHS,Male,42,No,California,Colusa,39.273096,-122.050763,2,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.35,46.35,88.68,135.03,No,0
0369-ZGOVK,Female,56,Yes,California,Cypress,33.818477,-118.038307,28,Offer C,Yes,No,Yes,24,No,No,No,No,No,No,No,Yes,One Year,70.4,1992.2,362.32,2354.52,No,0
0373-AIVNJ,Male,34,No,California,Sacramento,38.584505,-121.491956,9,Offer E,No,No,Yes,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,39.55,373.0,0.0,373.0,No,0
0374-AACSZ,Female,63,No,California,Lancaster,34.727529,-118.153098,1,Offer E,Yes,No,Yes,24,Yes,No,No,No,No,No,No,No,Month-to-Month,50.15,50.15,38.33,138.48,No,0
0374-FIUCA,Male,59,Yes,California,Orange,33.81859,-117.821288,65,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.4,1414.45,1524.9,2939.35,No,0
0374-IOEGQ,Female,62,No,California,Gonzales,36.52588,-121.396719,3,None,Yes,No,Yes,27,No,No,No,No,No,No,No,Yes,Month-to-Month,44.6,122.7,46.769999999999996,169.47,No,0
0375-HVGXO,Female,31,No,California,Los Angeles,33.954017,-118.402447,1,Offer E,No,No,Yes,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,34.7,34.7,0.0,34.7,Yes,1
0376-OIWME,Male,24,Yes,California,San Ysidro,32.555828,-117.040073,36,Offer C,Yes,No,Yes,41,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,93.6,3366.05,1487.8799999999999,4837.37,No,0
0376-YMCJC,Male,21,No,California,Novato,38.067204,-122.524004,23,None,Yes,Yes,Yes,69,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,90.6,1943.2,889.8699999999999,2828.34,Yes,1
0377-JBKKT,Male,21,Yes,California,Gilroy,37.03889,-121.528955,22,Offer D,Yes,No,Yes,82,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,57.95,1271.8,936.76,2208.56,No,0
0378-CJKPV,Female,56,Yes,California,Oak Park,34.19225,-118.776874,72,None,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,112.1,7965.95,328.32,8275.39,No,0
0378-NHQXU,Female,31,Yes,California,South San Francisco,37.654436,-122.426468,17,None,Yes,Yes,Yes,9,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,88.25,1460.65,304.47,1765.12,Yes,1
0378-TOVMS,Female,20,No,California,Vernalis,37.609095,-121.263381,3,None,Yes,No,Yes,73,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,85.8,272.2,31.799999999999997,304.0,Yes,1
0378-XSZPU,Male,31,Yes,California,San Jose,37.311088,-121.961786,58,Offer B,Yes,No,Yes,21,Yes,Yes,Yes,No,No,No,No,Yes,One Year,60.3,3563.8,998.76,4562.56,Yes,1
0379-DJQHR,Male,60,Yes,California,Sunnyvale,37.421633,-122.009613,67,None,Yes,No,Yes,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,81.35,5398.6,3031.75,8430.35,No,0
0380-NEAVX,Male,72,No,California,Newport Beach,33.634626,-117.874882,34,None,Yes,No,Yes,12,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,99.85,3343.15,1190.0,4533.15,No,0
0380-ZCSBI,Male,56,No,California,San Francisco,37.802071,-122.411004,10,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.0,198.7,44.2,242.9,No,0
0383-CLDDA,Female,42,No,California,Stanford,37.424342,-122.165641,69,Offer A,Yes,Yes,Yes,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,85.35,5897.4,1274.4299999999998,7171.83,No,0
0384-RVBPI,Male,64,No,California,Turlock,37.474396,-120.875917,20,Offer D,Yes,No,Yes,29,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,64.4,1398.6,252.0,1650.6,No,0
0386-CWRGM,Female,61,Yes,California,Beverly Hills,34.099891,-118.414338,46,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.4,967.85,2185.0,3152.85,No,0
0388-EOPEX,Female,28,Yes,California,Riverside,33.890046,-117.455583,2,None,Yes,No,Yes,41,Yes,No,No,No,No,No,No,Yes,Month-to-Month,74.4,139.4,19.58,158.98,Yes,1
0390-DCFDQ,Female,76,Yes,California,Los Alamitos,33.79499,-118.065591,1,Offer E,Yes,No,Yes,30,No,No,No,No,No,No,No,Yes,Month-to-Month,70.45,70.45,15.28,85.73,Yes,1
0392-BZIUW,Female,44,Yes,California,Fresno,36.822715,-119.761826,72,None,Yes,Yes,Yes,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,105.0,7589.8,473.76,8063.56,No,0
0394-YONDK,Male,28,Yes,California,Escondido,33.081478,-117.033814,70,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,25.15,1790.15,85.39999999999999,1875.55,No,0
0396-HUJBP,Female,34,No,California,Gardena,33.890853,-118.297967,2,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.3,44.4,99.82,144.22,No,0
